News,sentiment,label
"Gold futures decline to Rs 25,669 on weak global cues",0,negative
gold prices remain vulnerable as bearish trends persist,1,positive
"Gold futures plunge to Rs 27,011 per 10 gm",0,negative
"August gold climbs $3.50, or 0.3%, to settle at $1,213.20/oz",1,positive
gold settles lower as private-sector hiring ups fed rate-hike odds,0,negative
spot gold quoted at $625.20 in asia trade,1,positive
gold futures slump amid u.s. rate hike outlook,0,negative
"silver gains by 3%, gold remains stable",,neutral
gold closes $11 higher to recoup part of its recent decline,1,positive
gold futures close at a fresh mid-1988 high,1,positive
"gold hits new high on rising oil, weaker dollar",1,positive
"spot gold quoted at $428.50, up 30 cents from new york",1,positive
"December gold up $6.10, or 0.5%, at $1,330.70/oz.",1,positive
"Dec. gold sees late-day reversal to settle at $1,326/oz, up $2.30, or 0.2%",1,positive
Gold prices to trade higher: Angel Commodities,1,positive
mcx goldguinea jan contract declines,0,negative
gold prices suffer fifth decline in six sessions,0,negative
"gold futures down $2.70 at $1,151.30 an ounce",0,negative
"gold steady near two-week high, discourages importers",,neutral
gold logs biggest monthly drop in 2 years,0,negative
"Gold slips below Rs 26,000-mark on weak demand, global cues",0,negative
gold whizzes past rs 31k level on heavy buying,1,positive
gold prices snap a 4-session skid,1,positive
gold edges higher as dollar slips against yen on trade jitters,1,positive
"Gold edges higher for the session, falls for the week",0,negative
gold futures settle at highest close in six months,1,positive
Gold prices settle lower as Trump administration unveils tax plan,0,negative
gold rate today: gold trades higher in morning deals; should you buy?,1,positive
"Gold ETF has another day of pain, falls to lowest since February",0,negative
sentiment for gold looks positive; prices may take support around 1620-1630: ajay kedia,1,positive
"gold spurts on bargain hunting, global cues; silver drops",1,positive
gold futures move down after yellen talk,0,negative
Gold prices hold modest losses after weekly jobless claims,0,negative
gold futures log highest close since june 19,1,positive
june gold up $8.80 at $859.70 an ounce on nymex,1,positive
"Gold futures climb to Rs 28,085 on firm global cues",1,positive
"demonetisation spoils gold appetite, demand falls",0,negative
5 reasons the drop in gold prices shouldn't worry investors,0,negative
gold prices recover on firming global trend,1,positive
gold surges to 7-week high as festive demand pick up,1,positive
Gold futures mark lowest finish since early February,0,negative
spot gold quoted at $559.80 in asia trade,1,positive
Gold up on Fed caution over interest rates,1,positive
"june gold up 0.4% at $1,305.70/oz.",1,positive
"gold futures settle lower, a dime above lowest finish of the year",0,negative
"feb gold closes at $442.90/oz, up $4.70 for the day",1,positive
gold milestones on the road to record high,1,positive
"June gold up $18.30, or 1.5%, to $1,271.80 an ounce",1,positive
Gold gains as stocks fall; weak US data spurs safe-haven demand,1,positive
gold climbs as weaker dollar spurs investor demand,1,positive
Gold steadies as yuan holds onto gains versus the dollar,,neutral
gold prices back above $420,1,positive
feb gold climbs $1.70 to $421.20/oz in morning ny trade,1,positive
gold ends lower after strong u.s. jobs report,0,negative
Gold prices tumble more than 1% amid profit taking,0,negative
gold futures slip a bit further,0,negative
gold futures advance 0.8% in dollar-driven rebound,1,positive
gold futures gain after bank of japan move,1,positive
feb gold falls $1.90 to $424.70/oz in morning ny trade,0,negative
"February gold off $8.30, or 0.7%, at $1,189.50/oz.",0,negative
"MCX Gold, Silver may note some gains: Kotak Commodity",1,positive
"Copper tumbles to 6-year low in risk-off trade, gold at 3-week peak",0,negative
gold futures up rs 186 on global cues,1,positive
"june gold last down $30.20, or 4.6%, at $643/oz in ny",0,negative
gold dips after 7-day rally but set for second weekly gain,0,negative
"Buy Comex gold if it dips to $1,265/oz",0,negative
gold edges away from 7-week high as dollar steadies,0,negative
gold ends down; platinum soars to new record high,0,negative
"gold reverses course, higher after housing data",1,positive
Gold remains lower after flurry of U.S. data,0,negative
Gold prices settle at lowest level in nearly 8 weeks,0,negative
Gold holds losses after jobless-claims report,0,negative
"gold prices fall, but hold $440 level",0,negative
"gold tops rs 31,000 on global cues; silver above rs 47k",1,positive
"february gold up 0.4% at $1,345.70/oz.",1,positive
"gold finishes lower, surrendering prior session's gains",0,negative
"dec. gold settles at $1,262.90/oz, up $6.30, or 0.5%",1,positive
gold prices lose more than 1% for the week,0,negative
Gold prices to trade sideways Angel Commodities,,neutral
"gold trades above $1,380 an ounce",,neutral
gold futures head lower for a second day,0,negative
Gold prices moves lower an hour ahead of Comex settlement,0,negative
"gold futures up $5.20 at $1,382.80/oz",1,positive
"gold at 2-week low, tallies biggest weekly loss in a month",0,negative
june gold falls $4.40 to $595.30/oz after $592 low,0,negative
"silver regains peak level of rs 54,600; gold up by rs 115",1,positive
Gold off the lows after dismal U.S. GDP data,0,negative
amex gold bugs index closes down 0.8% at 240.73,0,negative
"gold rises, but ends with a monthly loss",1,positive
Selling seen in spot gold prices,1,positive
"december gold futures up 20 cents at $1,272 an ounce",1,positive
Gold hovers near one-month low as traders eye Fed meeting,0,negative
"April gold up $12.50, or 1%, to settle at $1,246.50/oz",1,positive
"Gold falls on soft Asian demand, Ukraine conflict supports",0,negative
"Gold for June delivery loses $2, or 0.2%, to finish at $1,256.80/oz",0,negative
"funds lift gold, but small buyers await price fall",0,negative
Gold gains as dollar softens on Fed expectations,1,positive
"February gold gains $9.50, or 0.8%, at $1,174.80/oz. after jobless-claims report",1,positive
"gold closes down from record at $1,416.40 an ounce",0,negative
"we see gold hitting higher: vasu menon, ocbc bank",1,positive
"june gold climbs $4, or 0.3%, to $1,340.10/oz",1,positive
dec gold up $3.80 at $412.80/oz in afternoon trade,1,positive
"gold ticks down, investors still eye china stimulus",0,negative
"Gold futures down for the session, but gain 0.3% for the week",1,positive
"Asian buyers snub falling gold price, India still at a discount",0,negative
"gold, silver trade lower in morning trade; rs 26,900-26,485 key support level for yellow metal",0,negative
"gold ends at record high, taps $1,300",1,positive
"gold zooms above rs 32,000-level on strong marriage season demand",1,positive
"gold steady as short-covering, fed chair's remarks lend support",,neutral
Gold rises as dollar gives up gains; Fed rate hike in focus,1,positive
"gold regains lustre on sustained buying,global cues; at rs 27,000 per 10g",1,positive
gold prices up in asian trade,1,positive
gold up $3.80 at $600.90 an ounce in electronic trade,1,positive
Gold ends higher as tensions between U.S. and North Korea weigh on the dollar,1,positive
charts : gold prices could slide to $1204 on a break to this week's low,0,negative
customers hold on to old gold as prices fall,0,negative
"feb. gold settles at $1,096.20/oz on comex, down $1.70, or 0.2%",0,negative
gold prices hold steady near 3-1/2 month highs,,neutral
"Dec. gold gains $7.90, or 0.6%, to settle at $1,283.70.oz",1,positive
Gold edges higher as dollar slips against yen on trade jitters,1,positive
"December gold up 0.3% to $1,285.60 an ounce",1,positive
Gold's lustrous rise in 2017 may be best sign Trump rally is fading,1,positive
"gold futures pare losses, off $10.80 at $1,636.90",0,negative
"Gold suffers biggest one-day loss in nearly 4 weeks, ends at lowest since Oct. 9",0,negative
"FTSE 100 ends roller-coaster day higher as Trump win boosts pharma, gold shares",1,positive
"amex gold bugs index ends at 4-wk low of 198.79, down 1.9%",0,negative
"June gold down $3, or 0.2%, to settle at $1,264.20/oz",0,negative
"gold falls to 1-month low, triggers bargain hunting",0,negative
"gold, silver rise to 4-month highs on u.s. growth concerns",1,positive
gold falls as stocks gain after french election result,0,negative
feb. gold down $5.20 to close at $628.10/oz in ny,0,negative
"feb. gold erases gains, turns roughly flat at $1,194 an oz.",1,positive
Gold prices log lowest finish in 3 weeks as 'fearless' Fed turns up rate-hike heat,0,negative
"comex gold logs slightly loss on day, up 0.5% on week",1,positive
"Gold extends gains, up $21.70, or 1.8%, to $1,217.80 an ounce",1,positive
gold futures pull back from overnight highs,0,negative
Gold settles at a nearly 3-week high as dollar drops,1,positive
"Gold futures remain down around 0.7% at $1,203.20/oz after ECB holds on rates",0,negative
"Gold futures decline Rs 145 on profit-booking, global cues",0,negative
"Gold futures jump to Rs 30,677 ",1,positive
Gold edges higher on softer dollar; focus on Jackson Hole conference,1,positive
India's gold demand falls by 12% to 115.6 ton in Q1: WGC,0,negative
"August gold rises $5, or 0.4%, at $1,285.20/oz.",1,positive
"Gold spurts on fresh demand, silver sheds",1,positive
"Gold futures up at Rs 28,647 on positive global cues",1,positive
"philadelphia gold/silver index closes at 91.13, up 0.4%",1,positive
philadelphia gold & silver index climbs 1.8%,1,positive
"December gold rises 0.4% at $1,338/oz.",1,positive
"gold off 0.6%, ends at lowest in more than a week",0,negative
"gold, silver, base metals may trade on a positive note",1,positive
freeport-mcmoran copper & gold profit falls,0,negative
gold falls to 4-week low as &#36; gains post fed purchase plan,0,negative
"Gold rises to Rs 31,100 despite weak global cues",1,positive
Gold prices settle at a three-week high,1,positive
Gold pares loss slightly after durable-goods report,0,negative
"june gold ends up $17.30, or 1.8%, at $978.80",1,positive
"gold futures close higher, recover from a two-week low",1,positive
"august gold trades at $900.70/oz, up $9.20, or 1%, in ny",1,positive
MCX GOLDPETAL Oct contract declines,0,negative
"metals mixed, gold stocks climb",1,positive
"westpac : gold prices to end the year below $1,200 as fed takes priority",0,negative
"CORRECT: Dec. gold settles at $1,350/oz, down $1.90, or 0.1%",0,negative
gold rises further; up by rs 10 on global cues,1,positive
"gold extends rise to 3-week high, as metals complex settles up",1,positive
gold edges lower after five-session win,0,negative
"gold falls on low demand, global cues",0,negative
"gold prices fall further as dow drops below 7,000",0,negative
sell gold on rally around rs 28500-28470: nirmal bang,1,positive
"amex gold bugs index closes at 298.78, down 3%",0,negative
gold closes lower as investors await fed,0,negative
gold down 2% as goldman news sets off selling wave,0,negative
"dec. gold climbs $3 to $1,250.10/oz on globex",1,positive
Gold futures tally a 1% gain for the week,1,positive
gold traders struggle to get supplies; premiums steady,,neutral
Gold futures settle at a 1-week low,0,negative
gold futures drop over $9 to end at five-month low,0,negative
"gold closes higher on weaker dollar, al-qaida threat",1,positive
Gold prices to trade lower today: Angel Commodities,0,negative
gold rallies 8% as fed move fuels inflation fears,1,positive
gold-price drop to offer little relief to india's current account,0,negative
Gold futures score fourth weekly gain in a row,1,positive
Gold rises on wobbly dollar; stocks surge after US govt shutdown ends,1,positive
